content,score,at,userName,thumbsUpCount,reviewCreatedVersion,app_id,app_name,sentiment
senang karena sangat membantu untuk ketempat tujuan,5,2026-05-20T06:23:44.000000,Pangkalanbun Pangkalanbun,0,5.60.1,com.gojek.app,Gojek,Positif
kecewa sama penukaran dana pointnya.hadiah 200 perak selalau tersedia yg 50rbuan 30rbuan selalu kosong.gk jelas.,1,2026-06-26T03:09:56.000000,Ricky Malle,0,2.129.0,id.dana,DANA,Negatif
"hai saya pengguna baru dan aplikasi minta upgrade kl ingin pakai aplikasi, tapi kenapa stiap scan wajah slalu gagal. kl aplikasi tidak ingin di gunakan hapus aja aplikasi nya",2,2026-06-22T03:41:52.000000,Welly Amri,0,2.131.0,id.dana,DANA,Negatif
sangat bagus dan akurat,5,2026-06-22T02:02:53.000000,Miswan Whan,0,2.130.1,id.dana,DANA,Positif
"udah bagus kemarin malah ada fitur dana cicilan, mau bayar bulanan nyusahin suruh isi formulir data dulu. data kita jadi masuk ke dana saat daftar dan perusahaan finance. balikin fitur sebelum nya LOL",1,2026-06-21T04:16:21.000000,Otak Ku,0,,id.dana,DANA,Negatif
aplikasi buruk,1,2026-05-15T03:43:57.000000,Niken sabeen,1,5.60.1,com.gojek.app,Gojek,Negatif
THE BEST PROMO NYA LOCAL PRIDE,5,2026-06-22T14:43:15.000000,Dika Nenden Kurnia,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Positif
kirim uang jadi mudah,5,2026-06-26T12:05:20.000000,Asep Asep78,0,2.129.0,id.dana,DANA,Positif
murah tapi tadi udh di cancel masi aja daet driver bukan soal uang nya tapi soal sistem pelayanannya masa udh di cancel masi disuruh bayar aneh perbaiki tuh sistem nya,3,2026-06-02T07:32:29.000000,Exee young,1,5.61.1,com.gojek.app,Gojek,Netral
potongan biaya transfer ke bank lain terlalu gede 2500...apakah bisa di kembalikan ke semula jadi 500 rupiah ?,1,2026-06-26T16:47:40.000000,Yandi Sofyan,0,2.131.1,id.dana,DANA,Negatif
bantu saya Uda hampir 5 bulan akun saya tidak bisa mentransfer. udah capek cat pihak dana Masi jugagabisa menyelesaikan masala aku saya payaa,1,2026-06-21T16:35:18.000000,Rahel Angelia,0,2.128.0,id.dana,DANA,Negatif
semoga banyak diskon soalnya pengguna baru wkwkw,5,2026-05-28T13:03:31.000000,Agustia Nur cahya,0,3.365.0,com.tokopedia.tkpd,Tokopedia,Positif
sangat jelas cepat,5,2026-05-18T10:39:25.000000,Imron Rosadi,0,3.364.0,com.tokopedia.tkpd,Tokopedia,Positif
membantu klo pas hujan susah dpt driver,5,2026-06-12T01:28:19.000000,Riska Pradani,1,5.62.2,com.gojek.app,Gojek,Positif
"buruk banget, driver ya saya udah nunggu lama dia malah makin jauh dri maps tiba tiba dia suruh saya cancel kurang ajar, pdhal saya mau kerumah sakit tolong lah ajarin driver2 kalian lebihhh ngehargain org, ga sekali dua kali dapet beginian. nyusahin bgt!!!",1,2026-06-03T11:22:17.000000,Quiren Alsa,1,5.52.1,com.gojek.app,Gojek,Negatif
jangan pernah pakai aplikasi dana ini.apabila kita kebobolan saldo aplikasi dana tidak bertanggung jawab.soal nya saya pernah kehilangan saldo d aplikasi ini.begitu saya melaporkan pihak yg bersangkutan tidak beetanggung jawab.,1,2026-06-25T09:25:52.000000,EKO ANDI SUNARTO,0,2.127.0,id.dana,DANA,Negatif
"pelayanan cepat, praktis, lancar dan driver ramah menyenangkan, salam sukses selalu untuk gojek",5,2026-05-17T06:46:29.000000,Roy Rene,0,5.60.1,com.gojek.app,Gojek,Positif
fitur dana cicil ada tapi gak bisa di gunakan dan keterangan perbanyak transaksi gak masuk akal udah 28 juta bulan ini,1,2026-06-21T05:51:20.000000,Aan Hijayah,0,2.129.0,id.dana,DANA,Negatif
"DANA gak jelas setiap isi pulsa selalu aja gagal, mana harus nunggu 2 hari buat di proses",1,2026-06-21T17:32:37.000000,Rikki Simangunsong,0,2.129.0,id.dana,DANA,Negatif
pesan di apk ini proses nya lama bet anji,1,2026-05-26T02:22:17.000000,Endang Creatifity,1,3.365.0,com.tokopedia.tkpd,Tokopedia,Negatif
❤️,5,2026-06-18T19:18:23.000000,Mikayla Henderson,0,,com.tokopedia.tkpd,Tokopedia,Positif
"apa"" an mau belanja pertama kali pakai voucher pengguna baru malah terjadi masalah terus",1,2026-06-10T16:05:37.000000,Hikmatul Hilda,0,,com.tokopedia.tkpd,Tokopedia,Negatif
susah banget nyari driper untuk jadi penumpang biasa kebanyakan driver pengen di orioritasin agar ongkos nya naik,2,2026-05-24T00:22:41.000000,Dara Sitirahayu,1,5.61.1,com.gojek.app,Gojek,Negatif
jelek banget sih kata gua mah 😹,1,2026-06-02T08:42:56.000000,Taufan Herdiana gunawan,1,3.364.0,com.tokopedia.tkpd,Tokopedia,Negatif
"semenjak merger sama tiktod jadi rusak, harganya ga ngotak, naeknya bisa sampe ratusan ribu, harga awal 630.000 dikeranjang bisa2nya jadi 721.000, najis. harga barang lain 205.000 kenapa jadi 300.000 lebih ? najis, ga bakalan berkah",1,2026-05-26T16:48:05.000000,Muhammad Tri Aldi,1,3.365.0,com.tokopedia.tkpd,Tokopedia,Negatif
"ga bisa muncul dana cicil nya,kurang puas",3,2026-06-27T13:22:30.000000,Ibnu Adipranata,0,2.131.1,id.dana,DANA,Netral
aplikasi jelek,1,2026-04-24T16:17:23.000000,AR Raafi Tri Ramadiansyah,0,,com.tokopedia.tkpd,Tokopedia,Negatif
NAJIS BET PAKE BIAYA ADMIN KE E- WALET,1,2026-06-25T04:34:47.000000,Hehe Iyaa,1,,id.dana,DANA,Negatif
Dana point Dan hadiah pusat Gimick,1,2026-06-26T07:56:51.000000,New Delhi,0,2.131.1,id.dana,DANA,Negatif
sangat bagus pengganti dompet,5,2026-06-22T22:39:28.000000,Bella berek Berek,0,2.126.0,id.dana,DANA,Positif
memudahkan segala transaksi,5,2026-06-22T02:27:10.000000,Tono Sukandar,0,2.129.0,id.dana,DANA,Positif
"jelek banget, GK bisa Upload Video di fitur chat dengan Tokonya, kan jadi GK bisa kirim Video Unboxing ke pihak penjual nya",1,2026-05-31T14:48:31.000000,Nanang Qosim,0,3.366.0,com.tokopedia.tkpd,Tokopedia,Negatif
pengalaman pertama instal Tokopedia sangat buruk dapat discount 99% untuk pembelian pertama malah ga bisa di pakai alasannya akun tidak memenuhi s&k,1,2026-06-15T04:16:23.000000,Elchapooo.,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Negatif
"3x barang gua ilang, proses penyelesaian lama, muter sana sini yang akhirnya barang tetap ilang. buang' waktu apalagi barang yang harganya lumayan males lama' belanja disini",1,2026-04-12T08:33:51.000000,Muhammad Akbar,2,3.359.0,com.tokopedia.tkpd,Tokopedia,Negatif
tokopedia memang mantap memuaskan dn selalu amanah,5,2026-05-08T13:28:55.000000,Ba Bang,0,3.362.0,com.tokopedia.tkpd,Tokopedia,Positif
cacat mau verifikasi no wa GK dapat dapat kode udah di coba berkali-kali 👎mau ngambil uang refund padahal kecewa saran kalo GK mampu bikin apk yg kompeten GK ush bikin,2,2026-04-03T08:59:28.000000,Azz Rhosyidul,0,3.356.0,com.tokopedia.tkpd,Tokopedia,Negatif
"aplikasi banyak setingan masa saya bermain di game bolak balik balok, untuk mendapatkan hadiah, diseting blocknya ketiga block tersebut tidak bisa dipasang dasar gamau rugi!",1,2026-06-21T03:56:31.000000,stickman tournament 2020,0,5.58.1,com.gojek.app,Gojek,Negatif
"trimakasih tokped,q dpt diskon melulu,🤗🥰",5,2026-06-24T14:42:21.000000,Sitinurkhojanah Siti,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Positif
Alus pokona mah,5,2026-06-16T02:29:02.000000,Naufalfaiz,0,,com.gojek.app,Gojek,Positif
"pencairan dana refund malah di ribetin ,orang lagi urgent mau checkout lagi malah di tahan pencairan , kalo masih ada topup tokped mah mending ini kaga ada!!!",1,2026-06-06T15:54:05.000000,Faras Fauzan,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Negatif
sesuai dg kebutuhan yg tergesa gesa,5,2026-05-25T08:00:16.000000,Sami Yani,0,5.61.1,com.gojek.app,Gojek,Positif
GAK NGOTAK BANGET ONGKIR SAMA BIAYA PENANGANAN GOFOOD mending sih Shopeefood lebih free ongkir banyak promonya real ga cuma sekedar jargon doang,1,2026-05-10T11:51:36.000000,Kenshin,2,5.59.1,com.gojek.app,Gojek,Negatif
bagus bgt...👍,5,2026-06-26T13:13:24.000000,Nas Ardilla Ar,0,2.108.1,id.dana,DANA,Positif
padahal saya udah pesen orang lain Malah TB TB di cancel terus ganti orang padahal saya Udah naik driver lain tolong ini gimana saya mau dilaporin untung saya udah cancel,1,2026-05-12T10:08:49.000000,Harnoe Ari,1,5.59.1,com.gojek.app,Gojek,Negatif
"saya setiap pulang sekolah pakai gojek, gojek is the best",5,2026-06-10T05:51:11.000000,Khair Fachri,0,5.62.2,com.gojek.app,Gojek,Positif
perlu perbaikan. mau login pakai pemindai wajah gagal terus,2,2026-05-20T03:32:01.000000,Anto Restu,1,5.60.1,com.gojek.app,Gojek,Negatif
bagus dan menarik proses nya secepat kilat kualitas akun dana ini sangat bagus👍👍👍,5,2026-06-25T04:02:35.000000,Leo (Suny),0,2.129.0,id.dana,DANA,Positif
Cepat,4,2026-05-04T13:25:03.000000,Wondo Soe,0,3.362.0,com.tokopedia.tkpd,Tokopedia,Positif
bagus harganya sangan murah apalagi kalau ada promo,5,2026-06-13T15:25:38.000000,Naufal Shidqi,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
aplikasi baik terpercaya,5,2026-05-11T04:45:54.000000,Jefry Frannica,0,3.363.0,com.tokopedia.tkpd,Tokopedia,Positif
"mantapp, banyak diskon",5,2026-06-06T23:57:46.000000,Widya Rohmanah,0,5.61.1,com.gojek.app,Gojek,Positif
driver ramah,5,2026-06-02T02:46:27.000000,Dani Kusnadi,0,5.59.1,com.gojek.app,Gojek,Positif
Orang udah pesen lebih dari 1 jam eh malah di batalin gak recommend banget sih padahal udah kelaperan 🙄,5,2026-06-23T09:01:15.000000,Meisya Dewi,1,,com.gojek.app,Gojek,Positif
setiap merchant baik itu resto atau toko wajib input kolom parkir jika memang masuk area parkir berbayar,1,2026-05-17T09:17:24.000000,Diskon Lagi (yanglagidiskon),1,,com.gojek.app,Gojek,Negatif
aplikasi gojek ini udah bagus dan tampilan nya juga bagus enggak bosenin keren lah saya kasih 5 bintang,5,2026-05-15T01:17:00.000000,Wahyu,0,5.55.2,com.gojek.app,Gojek,Positif
baik dan praktis,4,2026-04-09T11:56:22.000000,Bonepintura Ela,0,,com.tokopedia.tkpd,Tokopedia,Positif
Goooooood banget,5,2026-06-02T23:55:14.000000,Dian Agustiani,0,5.61.1,com.gojek.app,Gojek,Positif
driver lu nda punya otak,1,2026-05-24T14:42:22.000000,Abdul Rahman Majid,1,4.80.4,com.gojek.app,Gojek,Negatif
ada diskon tapi ga bisa dipakai aneh,1,2026-06-25T14:21:54.000000,Meizda Prastika,0,3.370.0,com.tokopedia.tkpd,Tokopedia,Negatif
"Ngebantu banget ... makasih banget buat gojek, berkat kalian aku ga di hina lagi sama opang ... sering banget aku mau sewa opang malah di lempar lempar dari opang satu ke yang lain, jadi bahan ketawaan cuma karena nawar, padahal kalo opangnya baik pasti aku lebihin ... tapi berkat Gojek ... no drama, mau motor, mobil, semua tinggal pencet ... 👍🏻",5,2026-06-23T18:17:32.000000,Rien Wahyu,0,5.64.2,com.gojek.app,Gojek,Positif
pengguna baru dpt bonus setengah hrga..tp di buat co gk dirim kirim.akhirnya pesanan btal otomatis.sama juga bhong. mending pke shope bnyk vocher riil alias nyata.gk bhongan kya tokopedia,1,2026-05-23T15:20:36.000000,Jepanx X,1,,com.tokopedia.tkpd,Tokopedia,Negatif
Balik ke yang lain aplikasi ini scam promo. Notifnya aja tiap hari berisik,1,2026-05-17T08:17:53.000000,Dias Arga,0,3.364.0,com.tokopedia.tkpd,Tokopedia,Negatif
pertama pake bikin kecewa. pesanan saya TDK direspon 2 hari oleh seller. ketemu toko seller OFF. pihak Tokopedia harusnya menghilangkan toko2 yang sudah lama OFF. bikin masalah saja dgn pembeli,1,2026-05-25T11:56:28.000000,pedhut Fajri,0,,com.tokopedia.tkpd,Tokopedia,Negatif
"istimewa, semuanya dipermudah. selalu berikan yang terbaik untuk drivernya.",5,2026-06-12T09:11:04.000000,MUHAMMAD ILHAM,1,,com.gojek.app,Gojek,Positif
mahal sekrg klo pesan gofood di gojek biaya penanganannya mahal gila,1,2026-05-21T08:23:22.000000,Yudi Andriana,1,,com.gojek.app,Gojek,Negatif
saldo saya terpotong nggk jelas setiap kali top up saldo lama saya terpotong dan tidak ada riwayat pemotongannya,3,2026-06-27T02:37:36.000000,Abdullah Junaidi,0,2.111.0,id.dana,DANA,Netral
mantap dana ku ni aplikasi yg ok ku beri binta 5 kk,5,2026-06-26T13:34:37.000000,Raja Open,0,2.131.1,id.dana,DANA,Positif
tolong driver yg tiba-tiba batalin pas udah deket/sampe lokasi dikasih punishment ya... udah nungguin lama malah dicancel. mksh,3,2026-06-15T12:11:34.000000,Astrid Aditika,0,5.62.2,com.gojek.app,Gojek,Netral
saldonya suka ilanh sendiri,3,2026-06-25T16:30:38.000000,Ya Iya,0,2.129.0,id.dana,DANA,Netral
terlalu ribet untuk pembuatan akun bisnis segala pakai kode referral sedangkan di menu dana gak ada kode referral nya dan satu lagi untuk dana cicil kenapa untuk beli kuota dan pulsa bisa tapi buat pembayaran Qris tidak bisa padahal limit ada,1,2026-06-22T19:08:31.000000,Sandy Lukas,2,2.129.0,id.dana,DANA,Negatif
"Dana sekarang korupsi, masak dapat transferan dipotong 500, bayar belanjaan lewat QRIS dipotong juga 500, dengan alasan proteksi gangguan hujan, 500rupiah kali 1000 transaksi sudah berapa hasil manipulasi.??",1,2026-06-22T13:07:48.000000,Harno Herlino,0,2.129.0,id.dana,DANA,Negatif
"Cara pembayarannya agak repot, bagi sy yang jarang pegang uang elektronik jd kerepotan krn kadang tidak bs membayar dg cara konvensional misalnya melalui Indomart atau Alfamart. Bisanya COD, nah Cod ini bagi sy kurang menyenangkan khawatir pas barang datang uang sdh terpakai atau saat datang sy sedang tdk ada di tempat.",3,2026-05-21T13:24:39.000000,Taryo Mbarep,0,3.341.2,com.tokopedia.tkpd,Tokopedia,Netral
KALO TOKOPEDIA LEBIH BANYAK GRATIS ONGKIR DAN ONGKIRNYA LEBIH MURAH DARI APK SINGA ITU MUNGKIN TOKOPEDIA BISA MENYAINGI S SINGA ITU #BUYINDONESIA #SELLSINGAPURA,5,2026-06-11T19:48:30.000000,Awalludin,0,3.367.1,com.tokopedia.tkpd,Tokopedia,Positif
kenapa dana cicil saya tidak bisa di gunakan??selalu tidak tersedia. padahal limit ada,2,2026-06-28T06:43:19.000000,Rafa Kairan,0,,id.dana,DANA,Negatif
"so far mulai membaik, semoga terus kayak gini kedepannya",4,2026-06-03T12:29:55.000000,Andina Nur Hamidah,2,5.61.1,com.gojek.app,Gojek,Positif
cepat dan aman,5,2026-06-15T08:13:56.000000,hendra Elektro,0,5.62.2,com.gojek.app,Gojek,Positif
kecewa GK bisa COD,2,2026-04-24T14:46:08.000000,Dewi Safitri,0,,com.tokopedia.tkpd,Tokopedia,Negatif
kalau pindah rute harusnya tarif juga berubah dong,1,2026-06-09T13:37:49.000000,kadresearch lia,1,5.62.2,com.gojek.app,Gojek,Negatif
Lumayan Bagus 😊🙏,4,2026-05-30T13:33:54.000000,Sifa Anisa,0,,com.gojek.app,Gojek,Positif
"Paket COD meresahkan banyak salah digunakan, terpaksa saya bayar",1,2026-06-09T05:00:49.000000,Irsyad Arief,0,,com.tokopedia.tkpd,Tokopedia,Negatif
Vouchernya gacorrrrrrr ☝️,5,2026-06-12T13:05:37.000000,Ida Nurmaida,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
luar biasa,5,2026-05-21T18:25:09.000000,Bellorius Tasirirekdek,0,3.364.0,com.tokopedia.tkpd,Tokopedia,Positif
driver arogan,1,2026-06-21T14:05:54.000000,Hendrianton,0,5.63.1,com.gojek.app,Gojek,Negatif
memudahkan perjalanan,5,2026-06-10T06:34:44.000000,M. Indra,0,5.62.2,com.gojek.app,Gojek,Positif
Lebih murah,5,2026-05-14T15:25:40.000000,w k,0,5.60.1,com.gojek.app,Gojek,Positif
BANYAK PROMONYA🤧,5,2026-05-08T02:19:17.000000,Salmia Salma,0,5.59.1,com.gojek.app,Gojek,Positif
kenapa dana cicil saya tidak bisa di gunakan sedangkan limitnya ada padahal cicilan saya jg sudah lunas knp dana cicil saya cuma 1x doank bsa di gunainnya setelah cicilannya sdh lunas mau saya gunain lg gk bsa dana cicilnya tlg di bmtu cs dana tlg di aktifin dana cicil saya lg,5,2026-06-24T23:26:34.000000,Rizky Yuliyanto,0,2.129.0,id.dana,DANA,Positif
mudah dan keren,5,2026-06-22T10:56:13.000000,Manjer Kawoeryan,0,2.129.0,id.dana,DANA,Positif
ada saat ada,5,2026-06-09T00:06:24.000000,Ujang uli Ujang ini hgr,0,5.61.1,com.gojek.app,Gojek,Positif
Lebih fleksibel & aman,4,2026-06-24T18:51:48.000000,Suar Peace,1,2.125.3,id.dana,DANA,Positif
dana cicil saya tidak bisa di gunakan tidak tersedia,5,2026-06-21T18:16:05.000000,Soni Melodic,0,2.129.0,id.dana,DANA,Positif
"kasih diskon buat yang pembayaran indomaret, jangan pelit diskon dong",4,2026-04-24T01:52:13.000000,Marisa Dewi aisyah,0,,com.tokopedia.tkpd,Tokopedia,Positif
sngat membantu .. drivernya sabar walaupun dari pagi on siang baru dapat orderan katanya...semangat para driver,5,2026-05-19T01:01:54.000000,Hamada Hammad,0,5.60.1,com.gojek.app,Gojek,Positif
aplikasi ini sangat membantu hanya dri hp saya ga bisa Ter install aplikasi nya,5,2026-06-21T19:23:08.000000,Rafli Ram,0,,id.dana,DANA,Positif
Tambah buruk aja gratis ongkir aja ga ada,1,2026-05-23T02:56:01.000000,Farah Kurniawati,0,3.365.0,com.tokopedia.tkpd,Tokopedia,Negatif
Kenapa dana instan saya tidak muncul,5,2026-06-21T14:30:56.000000,Amer 22,0,2.129.0,id.dana,DANA,Positif
"padahal sering banget pakai aplikasi dana tiap hari buat transaksi tapi sudah sebulan lebih ga bisa pakai dana cicil, keterangannya selalu gagal aktivasi, dan padahal saya ga pnya cicilan apapun dan sudah sesuai persyaratan tp yg lain begitu dapat fitur dana cicil langsung bisa di gunakan tanpa daftar lg seperti saya",3,2026-06-21T13:31:53.000000,Rendi Rendi,0,,id.dana,DANA,Netral
saya pengguna dana merasa kecewa . akun dana saya . ada orang yang tidak bertanggung jawab mencoba masuk . jadi khawatir pakai apk dana lagi . hati hati hati buat semua. masih lemah perlindungan nya,1,2026-06-21T13:19:12.000000,Herdik Ardianto,0,2.129.0,id.dana,DANA,Negatif
"kenapa di tokopedia tidak bisa bertanya kondisi barang yg akan di beli dan seperti nya harus percaya pada deskripsi barang yg akan di beli, tapi ini rentan penipuan, kalau di shopee ada tanggapan terkait kondisi barang saat pembeli bertanya",4,2026-04-30T07:18:38.000000,BPBD TRC,1,3.361.0,com.tokopedia.tkpd,Tokopedia,Positif
terbaik mantep,5,2026-05-26T13:20:02.000000,Aldi Tw,0,5.61.1,com.gojek.app,Gojek,Positif
"ga guna, dana tiba² ke kuras sendiri, gua saranin lu jangan naro duit disini, duit gua 100k lenyap gitu aja",1,2026-06-21T04:57:56.000000,Caca Sdyy,0,2.129.0,id.dana,DANA,Negatif
"setiap selesai tf malah masuk ke shopee lazada dan tiktok, perasaan dulu gk gini dah",1,2026-06-21T07:37:24.000000,GAME JAVA ID,0,2.129.0,id.dana,DANA,Negatif
mantap dah pokoknya,5,2026-06-24T06:26:42.000000,Heni kusumawati,0,2.129.0,id.dana,DANA,Positif
"dana point GK bisa ditukar percuma beli VIP , ini penipuan meski cuma 3k kalo hampir semua beli VIP bayangin berapa hasil keuntungan dari nipu event VIP dana point event bola",5,2026-06-26T04:51:24.000000,Akila Qurotul avivah,0,,id.dana,DANA,Positif
tolong adain fitur pencarian gambar,5,2026-06-28T06:08:11.000000,Asep Pajar Isnaini S,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Positif
mantrap promo nya,5,2026-06-19T07:02:00.000000,Samin Mjlk,0,3.368.0,com.tokopedia.tkpd,Tokopedia,Positif
"simple.cepat ,profesional",5,2026-06-06T03:37:55.000000,Lyng 23,0,5.61.1,com.gojek.app,Gojek,Positif
sangat membantu dalam pembayaran dan penyimpanan,5,2026-06-21T02:53:12.000000,Bustanul Arifin,0,2.129.0,id.dana,DANA,Positif
ongkir sama barang lebih mahal ongkir,3,2026-06-24T12:11:53.000000,Muhammad Fathan Akbar,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Netral
eror mulu. mau bayar mlh gk bisa bisa,2,2026-06-22T02:51:04.000000,Ber Kaah,0,3.369.0,com.tokopedia.tkpd,Tokopedia,Negatif
"saya ingin pencairan dana refund saya sulit sekali,d dari daftar nomor rekening, lalu sudah d daftar ternyata harus perbahaeui aplikasi ... ribet padahal saya sudah tekena potongan biaya layanan untuk pembatalan pembelian saya karena toko yang tidak memproses pembelian saya. sudah rugi waktu karna penjual sekarang rugi dana karena aplikasi TOKOPEDIA",1,2026-06-28T06:42:42.000000,Adinda kartodirdjo,0,3.370.0,com.tokopedia.tkpd,Tokopedia,Negatif
kok gini tokped sekarang g bisa co,1,2026-05-21T01:46:55.000000,Hafifur Rohman,0,3.364.0,com.tokopedia.tkpd,Tokopedia,Negatif
tk atas pelayanannya,5,2026-06-19T05:55:41.000000,Tri endang Endang,0,5.63.1,com.gojek.app,Gojek,Positif
"sangat kecewa dengan pelayanan pengantar paket sudah berulang menaikan harga COD ,karna harga yg tidak tertera pengantar paket sesuka hati menaikan harga karna yg menerima tidak langsung pemesan..sangat disayangkan buat apa ada promo dan potongan harga dan free ongkir,kalau akhirnya tetep lebih mahal..tolong dijadikan perhatian dan teguran untuk mitra paket..",4,2026-06-25T10:33:24.000000,Arya Surya,0,3.370.0,com.tokopedia.tkpd,Tokopedia,Positif
cintai produk indonesia #sellsingapura,5,2026-06-12T12:27:30.000000,endri agung,0,,com.tokopedia.tkpd,Tokopedia,Positif
apk yg begitu pas buat apa aja,5,2026-06-26T05:21:50.000000,Dirman Sihombing,0,2.131.1,id.dana,DANA,Positif
koin aja dikorupsi buat keluarganya,1,2026-06-16T15:54:58.000000,dwianto,0,,com.gojek.app,Gojek,Negatif
menyenangkan dalam perjalanan..,5,2026-06-02T02:25:17.000000,Dewi kartika Megawati,0,,com.gojek.app,Gojek,Positif
saya tidak punya dana cicil,4,2026-06-22T06:07:05.000000,Njul Kimbek,0,2.129.0,id.dana,DANA,Positif
kecewa,1,2026-04-12T08:12:36.000000,Rumiyah,1,3.359.0,com.tokopedia.tkpd,Tokopedia,Negatif
"aneh aplikasinya, percuma ada voucher kalo gabisa di check out, huh",1,2026-06-20T03:28:51.000000,Dea JuniarRindiani,0,,com.tokopedia.tkpd,Tokopedia,Negatif
BANYAK BANGET DISKONANNYA SUKAAAA💚💚💚,5,2026-06-18T11:05:14.000000,raffelin aulia,0,,com.tokopedia.tkpd,Tokopedia,Positif
Mantaap👍😍,5,2026-05-21T15:39:18.000000,Taufik Hidayat,0,5.61.1,com.gojek.app,Gojek,Positif
"aplikasi rawan kena hack, baru mesan barang di tokped, tiba tiba ada yg chat via WA, hati hati paling rawan bocor data pribadi belanja di app ini",1,2026-06-07T14:45:22.000000,Garasi bg adek,0,,com.tokopedia.tkpd,Tokopedia,Negatif
